transaction_id,timestamp,sender_account,receiver_account,amount,currency,device_id,ip_address,payment_method
txn_000207,2026-07-14 04:09:36.000000000,RNG_A_06,RNG_A_04,398344.33,NGN,dev_shared_a1,197.77.70.06,bank_transfer
txn_000208,2026-07-14 05:02:46.598437858,ACC_080,ACC_039,46272.21,KES,dev_ACC_080,197.46.48.80,wallet
txn_000209,2026-07-14 07:53:13.271265904,RNG_A_00,RNG_A_09,388006.08,NGN,dev_shared_a2,197.159.66.00,wallet
txn_000210,2026-07-14 10:12:12.946992615,ACC_033,ACC_022,2072.52,NGN,dev_ACC_033,197.59.197.33,bank_transfer
txn_000211,2026-07-14 10:24:00.000000000,HH_TEEN_03,HH_PARENT_01,4100.0,NGN,dev_family_tablet,197.210.77.32,card
txn_000212,2026-07-14 11:26:36.918427604,ACC_026,ACC_034,29266.04,KES,dev_ACC_026,197.248.62.26,wallet
txn_000213,2026-07-14 12:48:00.000000000,RNG_A_06,RNG_A_07,565182.52,NGN,dev_shared_a1,197.234.73.06,card
txn_000214,2026-07-14 13:16:48.000000000,RNG_A_07,RNG_A_08,560904.44,NGN,dev_shared_a1,197.92.41.07,ussd
txn_000215,2026-07-14 13:45:36.000000000,RNG_A_08,RNG_A_06,542744.07,NGN,dev_shared_a1,197.90.160.08,wallet
txn_000216,2026-07-14 15:49:23.055815274,ACC_052,ACC_046,12537.64,GHS,dev_ACC_052,197.145.229.52,bank_transfer
txn_000217,2026-07-14 16:00:00.000000000,ACC_042,ACC_HUB_SELLER,24338.41,NGN,dev_ACC_042,197.121.25.42,ussd
txn_000218,2026-07-14 17:03:33.657954299,ACC_013,ACC_010,5110.09,ZAR,dev_ACC_013,197.218.85.13,ussd
txn_000219,2026-07-14 17:36:00.000000000,REF_C1,REF_C2,7307.19,GHS,dev_REF_C1,197.186.161.C1,ussd
txn_000220,2026-07-14 20:22:35.898567116,ACC_077,ACC_060,8613.02,GHS,dev_ACC_077,197.175.43.77,bank_transfer
txn_000221,2026-07-14 21:26:02.544850544,ACC_073,ACC_080,3846.5,NGN,dev_ACC_073,197.47.206.73,card
txn_000222,2026-07-14 22:24:00.000000000,ACC_032,SHOP_TRADE_71,52882.36,KES,dev_ACC_032,197.61.04.20,wallet
txn_000223,2026-07-14 22:24:00.000000000,RNG_A_08,RNG_A_09,380795.13,NGN,dev_shared_a1,197.86.81.08,ussd
txn_000224,2026-07-14 22:52:48.000000000,RNG_A_09,RNG_A_00,393147.87,NGN,dev_shared_a1,197.45.66.09,ussd
txn_000225,2026-07-14 23:21:36.000000000,RNG_A_00,RNG_A_08,389485.06,NGN,dev_shared_a1,197.206.219.00,ussd
txn_000226,2026-07-14 23:28:28.755095682,ACC_088,ACC_063,30188.77,NGN,dev_ACC_088,197.161.129.88,card
txn_000227,2026-07-14 23:50:22.190505473,ACC_013,ACC_037,3033.05,ZAR,dev_ACC_013,197.105.247.13,card
txn_000228,2026-07-15 00:51:26.088048339,ACC_008,ACC_059,5480.73,ZAR,dev_ACC_008,197.188.102.08,card
txn_000229,2026-07-15 01:12:21.824555782,ACC_063,ACC_002,2264.27,GHS,dev_ACC_063,197.123.110.63,card
txn_000230,2026-07-15 01:26:10.694358432,ACC_008,ACC_073,3373.02,ZAR,dev_ACC_008,197.134.250.08,card
txn_000231,2026-07-15 02:53:26.733866086,ACC_074,ACC_018,2006.78,KES,dev_ACC_074,197.4.238.74,card
txn_000232,2026-07-15 06:23:54.072953668,ACC_088,ACC_007,2686.16,NGN,dev_ACC_088,197.174.73.88,card
txn_000233,2026-07-15 08:31:55.935444021,ACC_063,ACC_003,4386.49,GHS,dev_ACC_063,197.66.44.63,wallet
txn_000234,2026-07-15 09:41:28.448243599,ACC_068,ACC_030,1237.99,ZAR,dev_ACC_068,197.99.188.68,ussd
txn_000235,2026-07-15 09:45:33.449587039,ACC_060,ACC_089,108115.66,ZAR,dev_ACC_060,197.2.40.60,wallet
txn_000236,2026-07-15 10:53:48.534654887,ACC_089,ACC_013,6434.42,ZAR,dev_ACC_089,197.102.235.89,card
txn_000237,2026-07-15 12:00:00.000000000,ACC_026,ACC_HUB_SELLER,8702.47,KES,dev_ACC_026,197.251.50.26,bank_transfer
txn_000238,2026-07-15 14:53:49.542377064,ACC_022,ACC_033,9833.46,ZAR,dev_ACC_022,197.185.55.22,ussd
txn_000239,2026-07-15 16:36:37.843706618,RNG_A_02,RNG_A_03,420222.99,NGN,dev_shared_a1,197.63.187.02,wallet
txn_000240,2026-07-15 19:54:35.294265488,ACC_058,ACC_038,3221.27,NGN,dev_ACC_058,197.121.195.58,card
txn_000241,2026-07-15 22:24:09.199074657,ACC_076,ACC_017,10349.26,NGN,dev_ACC_076,197.88.85.76,ussd
txn_000242,2026-07-16 04:40:35.061857996,ACC_022,ACC_004,38402.53,ZAR,dev_ACC_022,197.148.19.22,wallet
txn_000243,2026-07-16 05:36:00.000000000,REF_C2,REF_C0,3933.44,GHS,dev_REF_C2,197.160.126.C2,bank_transfer
txn_000244,2026-07-16 08:00:00.000000000,ACC_024,ACC_HUB_SELLER,8166.32,NGN,dev_ACC_024,197.137.213.24,wallet
txn_000245,2026-07-16 08:20:07.305958351,ACC_050,ACC_059,28259.81,KES,dev_ACC_050,197.176.12.50,ussd
txn_000246,2026-07-16 09:48:53.061449905,ACC_088,ACC_030,4388.95,NGN,dev_ACC_088,197.159.60.88,card
txn_000247,2026-07-16 12:47:59.999999999,FRND_R2,FRND_R5,1370.17,ZAR,dev_FRND_R2,197.5.72.R2,wallet
txn_000248,2026-07-16 15:45:46.631472119,ACC_067,ACC_008,13064.44,NGN,dev_ACC_067,197.28.255.67,bank_transfer
txn_000249,2026-07-16 17:35:59.999999999,FRND_R3,FRND_R5,729.24,ZAR,dev_FRND_R3,197.201.43.R3,card
txn_000250,2026-07-16 21:14:43.829550081,RNG_A_08,RNG_A_09,301350.55,NGN,dev_shared_a1,197.175.250.08,card
txn_000251,2026-07-16 21:16:34.905258209,ACC_014,ACC_051,7511.08,ZAR,dev_ACC_014,197.255.226.14,wallet
txn_000252,2026-07-16 21:55:10.385183351,ACC_004,ACC_017,63328.83,NGN,dev_ACC_004,197.210.44.10,bank_transfer
txn_000253,2026-07-16 21:59:59.508018160,ACC_027,ACC_061,1141.18,ZAR,dev_ACC_027,197.227.4.27,wallet
txn_000254,2026-07-17 00:08:51.789295599,RNG_A_03,RNG_A_02,484425.31,NGN,dev_shared_a2,197.9.116.03,bank_transfer
txn_000255,2026-07-17 03:23:33.205727991,ACC_014,ACC_036,18519.71,ZAR,dev_ACC_014,197.157.23.14,bank_transfer
txn_000256,2026-07-17 04:00:00.000000000,ACC_052,ACC_HUB_SELLER,7516.07,GHS,dev_ACC_052,197.208.248.52,card
txn_000257,2026-07-17 05:10:50.540613558,ACC_000,ACC_068,8942.98,NGN,dev_ACC_000,197.140.146.00,wallet
txn_000258,2026-07-17 05:12:40.012942063,ACC_047,ACC_056,25982.77,ZAR,dev_ACC_047,197.203.160.47,card
txn_000259,2026-07-17 06:02:07.695442704,ACC_042,ACC_021,916.39,NGN,dev_ACC_042,197.99.178.42,card
txn_000260,2026-07-17 07:14:31.826784106,ACC_078,ACC_017,30966.94,GHS,dev_ACC_078,197.86.165.78,card
txn_000261,2026-07-17 07:34:35.675844816,ACC_087,ACC_076,9225.7,KES,dev_ACC_087,197.189.35.87,card
txn_000262,2026-07-17 10:23:43.130211363,ACC_009,ACC_072,21013.54,ZAR,dev_ACC_009,197.84.167.09,ussd
txn_000263,2026-07-17 12:47:59.999999999,REF_C3,REF_C1,8553.69,GHS,dev_REF_C3,197.223.141.C3,card
txn_000264,2026-07-17 17:35:59.999999999,ACC_035,SHOP_TRADE_71,53152.56,NGN,dev_ACC_035,197.61.05.20,card
txn_000265,2026-07-17 17:35:59.999999999,FRND_R3,FRND_R5,588.32,ZAR,dev_FRND_R3,197.129.99.R3,wallet
txn_000266,2026-07-17 18:30:53.256447729,ACC_086,ACC_022,11068.2,GHS,dev_ACC_086,197.0.155.86,card
txn_000267,2026-07-17 19:59:52.606286020,ACC_087,ACC_040,24111.28,KES,dev_ACC_087,197.148.153.87,bank_transfer
txn_000268,2026-07-17 20:05:13.352069392,ACC_003,ACC_051,36569.25,NGN,dev_ACC_003,197.210.44.10,wallet
txn_000269,2026-07-17 20:27:45.444284258,ACC_029,ACC_048,9648.94,ZAR,dev_ACC_029,197.172.131.29,ussd
txn_000270,2026-07-17 20:36:20.948932298,ACC_044,ACC_066,2231.45,KES,dev_ACC_044,197.64.155.44,wallet
txn_000271,2026-07-17 21:22:49.945047542,ACC_019,ACC_057,9055.91,KES,dev_ACC_019,197.193.233.19,card
txn_000272,2026-07-17 22:19:13.825802025,ACC_051,ACC_006,9553.7,KES,dev_ACC_051,197.37.197.51,ussd
txn_000273,2026-07-17 22:59:21.860667962,ACC_067,ACC_069,26504.39,NGN,dev_ACC_067,197.199.240.67,wallet
txn_000274,2026-07-17 23:10:37.142112329,ACC_085,ACC_052,2742.77,NGN,dev_ACC_085,197.98.215.85,ussd
txn_000275,2026-07-17 23:16:09.612140125,ACC_032,ACC_006,67263.88,KES,dev_ACC_032,197.52.63.32,card
txn_000276,2026-07-18 00:00:00.000000000,ACC_069,ACC_HUB_SELLER,26776.7,KES,dev_ACC_069,197.81.33.69,card
txn_000277,2026-07-18 00:50:13.362128768,ACC_038,ACC_018,6470.19,ZAR,dev_ACC_038,197.89.218.38,ussd
txn_000278,2026-07-18 02:16:51.487412855,ACC_016,ACC_048,8776.76,ZAR,dev_ACC_016,197.181.36.16,ussd
txn_000279,2026-07-18 02:20:02.339804802,ACC_016,ACC_065,5619.61,ZAR,dev_ACC_016,197.157.11.16,ussd
txn_000280,2026-07-18 08:24:58.111348917,ACC_077,ACC_086,5384.42,GHS,dev_ACC_077,197.78.230.77,card
txn_000281,2026-07-18 09:49:44.671835087,ACC_082,ACC_019,1908.02,NGN,dev_ACC_082,197.147.224.82,wallet
txn_000282,2026-07-18 11:56:19.628740198,ACC_010,ACC_005,4615.87,NGN,dev_ACC_010,197.15.254.10,card
txn_000283,2026-07-18 12:50:51.972856105,ACC_005,ACC_055,40567.16,GHS,dev_ACC_005,197.213.148.05,wallet
txn_000284,2026-07-18 13:13:00.695057810,ACC_047,ACC_020,4840.99,ZAR,dev_ACC_047,197.59.116.47,wallet
txn_000285,2026-07-18 14:02:03.009919402,ACC_063,ACC_076,9748.4,GHS,dev_ACC_063,197.73.149.63,ussd
txn_000286,2026-07-18 17:13:01.288519221,ACC_080,ACC_063,6933.21,KES,dev_ACC_080,197.165.161.80,bank_transfer
txn_000287,2026-07-18 19:00:28.771781997,ACC_088,ACC_047,6856.87,NGN,dev_ACC_088,197.47.234.88,card
txn_000288,2026-07-18 20:00:00.000000000,ACC_033,ACC_HUB_SELLER,18431.61,NGN,dev_ACC_033,197.14.88.33,bank_transfer
txn_000289,2026-07-18 22:15:17.494460724,ACC_012,ACC_047,30521.4,NGN,dev_ACC_012,197.168.62.12,ussd
txn_000290,2026-07-18 22:24:00.000000000,HH_PARENT_01,HH_TEEN_02,12790.64,NGN,dev_family_tablet,197.210.77.32,card
txn_000291,2026-07-19 00:02:38.803789804,ACC_083,ACC_040,16272.35,KES,dev_ACC_083,197.89.193.83,card
txn_000292,2026-07-19 02:09:46.074427544,ACC_016,ACC_079,16185.64,ZAR,dev_ACC_016,197.13.42.16,ussd
txn_000293,2026-07-19 03:12:00.000000000,REF_C4,REF_C3,3641.6,GHS,dev_REF_C4,197.169.245.C4,ussd
txn_000294,2026-07-19 08:00:00.000000000,SMR_F00,SMR_COLLECTOR,52673.77,KES,dev_shared_b1,197.60.144.00,wallet
txn_000295,2026-07-19 08:02:52.800000000,SMR_F01,SMR_COLLECTOR,56771.4,KES,dev_shared_b2,197.254.101.01,bank_transfer
txn_000296,2026-07-19 08:05:45.600000000,SMR_F02,SMR_COLLECTOR,56669.38,KES,dev_shared_b3,197.103.183.02,ussd
txn_000297,2026-07-19 08:08:38.400000000,SMR_F03,SMR_COLLECTOR,49430.27,KES,dev_shared_b1,197.20.254.03,bank_transfer
txn_000298,2026-07-19 08:11:31.200000000,SMR_F04,SMR_COLLECTOR,55323.06,KES,dev_shared_b2,197.246.169.04,bank_transfer
txn_000299,2026-07-19 08:14:24.000000000,SMR_F05,SMR_COLLECTOR,45041.07,KES,dev_shared_b3,197.45.56.05,ussd
txn_000300,2026-07-19 08:17:16.800000000,SMR_F06,SMR_COLLECTOR,47237.17,KES,dev_shared_b1,197.46.38.06,wallet
txn_000301,2026-07-19 08:20:09.600000000,SMR_F07,SMR_COLLECTOR,58571.69,KES,dev_shared_b2,197.118.233.07,card
txn_000302,2026-07-19 08:23:02.400000000,SMR_F08,SMR_COLLECTOR,48961.88,KES,dev_shared_b3,197.25.51.08,bank_transfer
txn_000303,2026-07-19 08:25:55.200000000,SMR_F09,SMR_COLLECTOR,58112.11,KES,dev_shared_b1,197.148.184.09,card
txn_000304,2026-07-19 08:28:48.000000000,SMR_F10,SMR_COLLECTOR,51389.93,KES,dev_shared_b2,197.59.48.10,wallet
txn_000305,2026-07-19 08:31:40.799999999,SMR_F11,SMR_COLLECTOR,45145.08,KES,dev_shared_b3,197.70.87.11,card
txn_000306,2026-07-19 10:22:40.045115164,ACC_033,ACC_015,2318.88,NGN,dev_ACC_033,197.110.167.33,bank_transfer
txn_000307,2026-07-19 10:24:00.000000000,SMR_COLLECTOR,SMR_F01,24007.78,KES,dev_shared_b1,197.233.139.OR,ussd
txn_000308,2026-07-19 10:24:00.000000000,SMR_COLLECTOR,SMR_F04,24406.88,KES,dev_shared_b1,197.32.133.OR,card
txn_000309,2026-07-19 10:24:00.000000000,SMR_COLLECTOR,SMR_F02,21130.57,KES,dev_shared_b1,197.30.81.OR,wallet
txn_000310,2026-07-19 10:24:00.000000000,SMR_COLLECTOR,SMR_F00,23575.27,KES,dev_shared_b1,197.224.137.OR,wallet
txn_000311,2026-07-19 10:24:00.000000000,SMR_COLLECTOR,SMR_F05,24328.48,KES,dev_shared_b1,197.127.246.OR,card
txn_000312,2026-07-19 10:24:00.000000000,SMR_COLLECTOR,SMR_F03,26113.23,KES,dev_shared_b1,197.183.14.OR,bank_transfer
txn_000313,2026-07-19 11:28:38.911662340,ACC_017,ACC_033,9302.42,NGN,dev_ACC_017,197.175.104.17,card
txn_000314,2026-07-19 12:47:59.999999999,SMR_F00,SMR_COLLECTOR,22726.22,KES,dev_shared_b2,197.175.93.00,wallet
txn_000315,2026-07-19 12:47:59.999999999,SMR_F01,SMR_COLLECTOR,25899.02,KES,dev_shared_b2,197.244.215.01,bank_transfer
txn_000316,2026-07-19 12:47:59.999999999,SMR_F02,SMR_COLLECTOR,23160.28,KES,dev_shared_b2,197.247.224.02,bank_transfer
txn_000317,2026-07-19 12:47:59.999999999,SMR_F03,SMR_COLLECTOR,23830.8,KES,dev_shared_b2,197.249.57.03,ussd
txn_000318,2026-07-19 12:47:59.999999999,SMR_F04,SMR_COLLECTOR,19123.6,KES,dev_shared_b2,197.114.173.04,wallet
txn_000319,2026-07-19 12:47:59.999999999,SMR_F05,SMR_COLLECTOR,25637.11,KES,dev_shared_b2,197.197.76.05,wallet
txn_000320,2026-07-19 15:12:00.000000000,SMR_F06,SMR_EXIT_0,80465.79,KES,dev_shared_b3,197.80.240.06,ussd
txn_000321,2026-07-19 15:12:00.000000000,SMR_F07,SMR_EXIT_1,114776.63,KES,dev_shared_b3,197.38.251.07,card
txn_000322,2026-07-19 15:57:03.821931765,ACC_070,ACC_035,41332.15,GHS,dev_ACC_070,197.65.49.70,ussd
txn_000323,2026-07-19 16:00:00.000000000,ACC_036,ACC_HUB_SELLER,21241.05,GHS,dev_ACC_036,197.29.127.36,wallet
txn_000324,2026-07-19 17:35:59.999999999,SMR_EXIT_0,SMR_COLLECTOR,79635.67,KES,dev_shared_b3,197.142.25._0,bank_transfer
txn_000325,2026-07-19 17:35:59.999999999,SMR_EXIT_1,SMR_COLLECTOR,92019.82,KES,dev_shared_b3,197.193.206._1,bank_transfer
txn_000326,2026-07-19 17:35:59.999999999,REF_C3,REF_C4,8307.6,GHS,dev_REF_C3,197.108.18.C3,card
txn_000327,2026-07-19 19:52:49.263526169,ACC_077,ACC_065,4609.51,GHS,dev_ACC_077,197.153.172.77,ussd
txn_000328,2026-07-19 19:53:38.183930603,ACC_047,ACC_007,15792.18,ZAR,dev_ACC_047,197.247.249.47,wallet
txn_000329,2026-07-20 04:13:03.459379619,ACC_067,ACC_072,5392.47,NGN,dev_ACC_067,197.77.210.67,ussd
txn_000330,2026-07-20 04:20:42.046736901,ACC_081,ACC_049,2706.33,NGN,dev_ACC_081,197.170.68.81,wallet
txn_000331,2026-07-20 10:24:00.000000000,REF_C5,REF_C4,6285.54,GHS,dev_REF_C5,197.156.249.C5,wallet
txn_000332,2026-07-20 12:00:00.000000000,ACC_038,ACC_HUB_SELLER,6386.62,ZAR,dev_ACC_038,197.101.140.38,card
txn_000333,2026-07-20 12:02:42.889791924,ACC_030,ACC_038,3174.72,ZAR,dev_ACC_030,197.234.32.30,wallet
txn_000334,2026-07-20 12:26:05.644828992,ACC_015,ACC_058,3047.33,NGN,dev_ACC_015,197.10.25.15,card
txn_000335,2026-07-20 12:47:59.999999999,HH_TEEN_03,ACC_045,3167.47,NGN,dev_family_tablet,197.210.77.32,bank_transfer
txn_000336,2026-07-20 18:02:25.614028815,ACC_019,ACC_004,14216.82,KES,dev_ACC_019,197.255.210.19,ussd
txn_000337,2026-07-20 18:03:35.485264443,ACC_043,ACC_086,19465.24,KES,dev_ACC_043,197.33.168.43,wallet
txn_000338,2026-07-20 21:15:48.066392161,ACC_069,ACC_006,29588.49,KES,dev_ACC_069,197.15.126.69,bank_transfer
txn_000339,2026-07-20 23:04:02.015617887,ACC_006,ACC_036,7465.98,ZAR,dev_ACC_006,197.240.146.06,wallet
txn_000340,2026-07-21 00:51:00.497345290,ACC_045,ACC_013,9767.07,NGN,dev_ACC_045,197.114.55.45,card
txn_000341,2026-07-21 03:12:00.000000000,ACC_038,SHOP_TRADE_71,31482.34,ZAR,dev_ACC_038,197.61.06.20,card
txn_000342,2026-07-21 04:29:26.258821213,ACC_057,ACC_048,3867.47,KES,dev_ACC_057,197.68.178.57,wallet
txn_000343,2026-07-21 04:48:11.864859592,ACC_017,ACC_066,3575.15,NGN,dev_ACC_017,197.192.160.17,bank_transfer
txn_000344,2026-07-21 05:38:20.338480290,ACC_008,ACC_085,66638.98,ZAR,dev_ACC_008,197.63.153.08,card
txn_000345,2026-07-21 06:26:46.839181857,ACC_011,ACC_083,6081.3,ZAR,dev_ACC_011,197.84.26.11,ussd
txn_000346,2026-07-21 07:34:38.268403333,ACC_014,ACC_058,10140.1,ZAR,dev_ACC_014,197.89.61.14,wallet
txn_000347,2026-07-21 08:00:00.000000000,ACC_030,ACC_HUB_SELLER,26503.35,ZAR,dev_ACC_030,197.63.15.30,bank_transfer
txn_000348,2026-07-21 10:00:37.325254808,ACC_002,ACC_079,3824.79,NGN,dev_ACC_002,197.111.238.02,card
txn_000349,2026-07-21 10:19:59.279115006,ACC_022,ACC_042,20046.84,ZAR,dev_ACC_022,197.127.136.22,bank_transfer
txn_000350,2026-07-21 13:15:26.897909189,ACC_006,ACC_019,1492.67,ZAR,dev_ACC_006,197.139.226.06,ussd
txn_000351,2026-07-21 15:27:54.631552358,ACC_072,ACC_030,18694.1,NGN,dev_ACC_072,197.169.196.72,bank_transfer
txn_000352,2026-07-21 17:50:46.256431079,ACC_068,ACC_085,106954.52,ZAR,dev_ACC_068,197.41.228.68,card
txn_000353,2026-07-21 18:27:29.629219067,ACC_012,ACC_052,4416.06,NGN,dev_ACC_012,197.70.2.12,bank_transfer
txn_000354,2026-07-21 20:46:03.696860136,ACC_069,ACC_004,10825.49,KES,dev_ACC_069,197.147.116.69,wallet
txn_000355,2026-07-21 20:58:53.770091485,ACC_049,ACC_071,8269.42,NGN,dev_ACC_049,197.212.227.49,ussd
txn_000356,2026-07-21 21:11:36.260379193,ACC_082,ACC_038,6872.03,NGN,dev_ACC_082,197.152.232.82,wallet
txn_000357,2026-07-21 21:46:32.285166559,ACC_073,ACC_037,3039.89,NGN,dev_ACC_073,197.25.254.73,card
txn_000358,2026-07-21 22:14:41.039319594,ACC_061,ACC_056,7810.14,ZAR,dev_ACC_061,197.77.76.61,card
txn_000359,2026-07-21 22:24:00.000000000,REF_C0,REF_C5,3994.05,GHS,dev_REF_C0,197.41.143.C0,bank_transfer
txn_000360,2026-07-22 00:31:09.226479852,ACC_051,ACC_002,38735.46,KES,dev_ACC_051,197.185.45.51,ussd
txn_000361,2026-07-22 01:00:07.480433685,ACC_078,ACC_052,25599.26,GHS,dev_ACC_078,197.111.227.78,ussd
txn_000362,2026-07-22 01:09:36.676300817,ACC_073,ACC_089,5354.44,NGN,dev_ACC_073,197.210.241.73,wallet
txn_000363,2026-07-22 02:50:55.901112299,ACC_076,ACC_048,3653.73,NGN,dev_ACC_076,197.84.224.76,wallet
txn_000364,2026-07-22 03:17:30.409901878,ACC_019,ACC_000,10050.2,KES,dev_ACC_019,197.4.171.19,wallet
txn_000365,2026-07-22 04:00:00.000000000,ACC_074,ACC_HUB_SELLER,8289.47,KES,dev_ACC_074,197.90.242.74,card
txn_000366,2026-07-22 08:46:32.012900687,ACC_082,ACC_008,13055.32,NGN,dev_ACC_082,197.209.59.82,bank_transfer
txn_000367,2026-07-22 10:02:54.628849523,ACC_048,ACC_070,7153.43,NGN,dev_ACC_048,197.42.255.48,ussd
txn_000368,2026-07-22 13:09:43.509119368,ACC_052,ACC_017,18789.59,GHS,dev_ACC_052,197.4.111.52,ussd
txn_000369,2026-07-22 15:12:00.000000000,ACC_041,SHOP_TRADE_71,60858.54,ZAR,dev_ACC_041,197.61.07.20,ussd
txn_000370,2026-07-22 21:12:32.612973378,ACC_058,ACC_053,45126.81,NGN,dev_ACC_058,197.196.253.58,ussd
txn_000371,2026-07-22 21:59:22.557783439,ACC_032,ACC_005,46166.16,KES,dev_ACC_032,197.100.186.32,ussd
txn_000372,2026-07-22 22:51:20.135789411,ACC_064,ACC_082,1197.3,GHS,dev_ACC_064,197.172.21.64,wallet
txn_000373,2026-07-23 00:00:00.000000000,ACC_075,ACC_HUB_SELLER,3819.65,GHS,dev_ACC_075,197.132.46.75,card
txn_000374,2026-07-23 00:38:41.022004361,ACC_011,ACC_083,10948.41,ZAR,dev_ACC_011,197.19.89.11,ussd
txn_000375,2026-07-23 03:09:04.998244370,ACC_047,ACC_085,9738.08,ZAR,dev_ACC_047,197.212.50.47,ussd
txn_000376,2026-07-23 03:36:32.563562223,ACC_032,ACC_027,32890.83,KES,dev_ACC_032,197.216.56.32,card
txn_000377,2026-07-23 08:00:00.000000000,ATO_VICTIM,ATO_MULE_0,28928.28,ZAR,dev_takeover_kit,41.79.12.9,wallet
txn_000378,2026-07-23 08:01:09.120000000,ATO_VICTIM,ATO_MULE_1,35647.72,ZAR,dev_takeover_kit,41.79.12.9,card
txn_000379,2026-07-23 08:02:18.240000000,ATO_VICTIM,ATO_MULE_2,37252.77,ZAR,dev_takeover_kit,41.79.12.9,bank_transfer
txn_000380,2026-07-23 08:03:27.360000000,ATO_VICTIM,ATO_MULE_3,31364.9,ZAR,dev_takeover_kit,41.79.12.9,ussd
txn_000381,2026-07-23 08:04:36.480000000,ATO_VICTIM,ATO_MULE_4,38758.88,ZAR,dev_takeover_kit,41.79.12.9,card
txn_000382,2026-07-23 08:05:45.600000000,ATO_VICTIM,ATO_MULE_5,35632.77,ZAR,dev_takeover_kit,41.79.12.9,bank_transfer
txn_000383,2026-07-23 08:06:54.719999999,ATO_VICTIM,ATO_MULE_0,36107.94,ZAR,dev_takeover_kit,41.79.12.9,card
txn_000384,2026-07-23 08:08:03.840000000,ATO_VICTIM,ATO_MULE_1,29003.77,ZAR,dev_takeover_kit,41.79.12.9,ussd
txn_000385,2026-07-23 08:09:12.960000000,ATO_VICTIM,ATO_MULE_2,32916.45,ZAR,dev_takeover_kit,41.79.12.9,card
txn_000386,2026-07-23 09:12:00.000000000,ATO_MULE_0,ATO_MULE_1,24318.27,ZAR,dev_takeover_kit,197.58.49._0,bank_transfer
txn_000387,2026-07-23 09:12:00.000000000,ATO_MULE_3,ATO_MULE_4,12808.98,ZAR,dev_takeover_kit,197.209.54._3,card
txn_000388,2026-07-23 09:26:24.000000000,ATO_MULE_1,ATO_MULE_2,10043.94,ZAR,dev_takeover_kit,197.181.149._1,card
txn_000389,2026-07-23 09:26:24.000000000,ATO_MULE_4,ATO_MULE_5,22217.04,ZAR,dev_takeover_kit,197.96.61._4,ussd
txn_000390,2026-07-23 09:40:48.000000000,ATO_MULE_2,ATO_MULE_0,24041.92,ZAR,dev_takeover_kit,197.23.84._2,ussd
txn_000391,2026-07-23 09:40:48.000000000,ATO_MULE_5,ATO_MULE_3,14311.79,ZAR,dev_takeover_kit,197.97.173._5,wallet
txn_000392,2026-07-23 11:49:25.255779804,ACC_037,ACC_012,8362.65,NGN,dev_ACC_037,197.19.172.37,bank_transfer
txn_000393,2026-07-23 12:33:06.509027333,ACC_031,ACC_009,24127.39,GHS,dev_ACC_031,197.162.184.31,wallet
txn_000394,2026-07-23 12:47:59.999999999,ATO_MULE_2,ATO_MULE_3,21357.24,ZAR,dev_takeover_kit,197.23.63._2,ussd
txn_000395,2026-07-23 12:51:51.479815940,ACC_038,ACC_075,14545.8,ZAR,dev_ACC_038,197.106.108.38,card
txn_000396,2026-07-23 14:36:47.309002007,ACC_068,ACC_036,2556.13,ZAR,dev_ACC_068,197.253.57.68,wallet
txn_000397,2026-07-23 15:12:00.000000000,REF_C2,REF_C4,10076.02,GHS,dev_REF_C2,197.100.134.C2,wallet
txn_000398,2026-07-23 17:44:03.047624258,ACC_013,ACC_001,3060.7,ZAR,dev_ACC_013,197.113.228.13,card
txn_000399,2026-07-23 20:00:00.000000000,ACC_025,ACC_HUB_SELLER,7780.75,ZAR,dev_ACC_025,197.115.105.25,card
txn_000400,2026-07-23 23:33:32.628388417,ACC_062,ACC_077,6971.11,KES,dev_ACC_062,197.58.176.62,ussd
txn_000401,2026-07-24 00:47:59.999999999,FRND_R5,FRND_R4,472.54,ZAR,dev_FRND_R5,197.27.236.R5,wallet
txn_000402,2026-07-24 01:14:36.888667598,ACC_001,ACC_043,28839.48,KES,dev_ACC_001,197.89.207.01,ussd
txn_000403,2026-07-24 01:52:42.781826553,ACC_010,ACC_030,18252.3,NGN,dev_ACC_010,197.243.251.10,ussd
txn_000404,2026-07-24 04:10:10.105192919,ACC_011,ACC_000,36512.6,ZAR,dev_ACC_011,197.52.67.11,wallet
txn_000405,2026-07-24 04:46:35.467782794,ACC_024,ACC_040,1725.36,NGN,dev_ACC_024,197.94.98.24,bank_transfer
txn_000406,2026-07-24 09:39:35.586216387,ACC_008,ACC_060,1817.38,ZAR,dev_ACC_008,197.215.191.08,ussd
txn_000407,2026-07-24 10:38:32.852673181,ACC_040,ACC_052,2656.33,NGN,dev_ACC_040,197.231.157.40,ussd
txn_000408,2026-07-24 11:49:57.520513536,ACC_058,ACC_068,5111.28,NGN,dev_ACC_058,197.135.247.58,bank_transfer
txn_000409,2026-07-24 16:00:00.000000000,ACC_067,ACC_HUB_SELLER,17571.05,NGN,dev_ACC_067,197.4.242.67,bank_transfer
txn_000410,2026-07-24 21:12:50.362908868,ACC_054,MERCH_TICKETS_88,4478.76,ZAR,dev_ACC_054,197.44.1.00,card
txn_000411,2026-07-24 21:14:32.470325246,ACC_001,MERCH_TICKETS_88,4166.81,KES,dev_ACC_001,197.44.1.01,card
